length,hostname_length,Special_Char_Count,HTTPS,urlDigits_ratio,hostnameDigits_ratio
63,35,9,0,0.0,0.0
45,45,9,1,0.08888888888888889,0.08888888888888889
20,20,6,0,0.2,0.2
73,23,13,1,0.1780821917808219,0.0
127,58,19,0,0.13385826771653545,0.0
101,45,10,0,0.1782178217821782,0.0
80,24,11,1,0.1,0.0
53,25,9,0,0.0,0.0
69,23,11,0,0.0,0.0
34,28,6,0,0.029411764705882353,0.03571428571428571
66,19,13,0,0.10606060606060606,0.0
47,28,9,0,0.0,0.0
64,36,11,1,0.0,0.0
72,20,14,0,0.1111111111111111,0.0
37,37,6,0,0.16216216216216217,0.16216216216216217
164,24,18,0,0.25,0.0
72,25,14,1,0.06944444444444445,0.0
119,25,20,0,0.0,0.0
57,25,11,1,0.08771929824561403,0.0
70,25,10,1,0.14285714285714285,0.0
65,24,12,1,0.12307692307692308,0.0
32,22,7,1,0.0,0.0
102,73,17,1,0.10784313725490197,0.0958904109589041
53,25,9,1,0.0,0.0
73,26,11,0,0.0273972602739726,0.07692307692307693
39,17,8,0,0.05128205128205128,0.0
70,28,10,0,0.0,0.0
85,31,14,1,0.0,0.0
43,43,7,1,0.0,0.0
102,23,12,0,0.20588235294117646,0.0
72,28,11,0,0.0,0.0
30,22,8,0,0.36666666666666664,0.5
73,48,12,0,0.0,0.0
49,24,11,1,0.04081632653061224,0.0
120,32,19,1,0.08333333333333333,0.0
54,54,10,1,0.09259259259259259,0.09259259259259259
46,35,7,0,0.0,0.0
373,44,15,1,0.13136729222520108,0.022727272727272728
91,21,16,1,0.0989010989010989,0.0
79,22,12,0,0.0,0.0
88,37,13,1,0.056818181818181816,0.0
